,index,rtime,secs,time_x,event,MW,mw_label,time_y,frame,uuid,participant_id,test_fold_num
753,33,1627630242.1,1366417.0,1627630242.051675,probe,y,NonMW,1627630242.051675,58093,p40058093,p40,4
754,34,1627630282.0,1406603.0,1627630282.03179,probe,y,NonMW,1627630281.971165,59272,p40059272,p40,4
755,35,1627630321.8,1446304.0,1627630321.847705,probe,y,NonMW,1627630321.778497,60453,p40060453,p40,4
756,36,1627630363.9,1488234.0,1627630363.859081,probe,y,NonMW,1627630363.873822,61703,p40061703,p40,4
757,37,1627630402.3,1526701.0,1627630402.257429,probe,y,NonMW,1627630402.290098,62842,p40062842,p40,4
758,38,1627630442.4,1566763.0,1627630442.44055,probe,y,NonMW,1627630442.356464,64032,p40064032,p40,4
759,39,1627630482.2,1606713.0,1627630482.216901,probe,y,NonMW,1627630482.161333,65207,p40065207,p40,4
760,40,1627630522.3,1646782.0,1627630522.328645,probe,y,NonMW,1627630522.255274,66396,p40066396,p40,4
761,41,1627630562.0,1686418.0,1627630562.048842,probe,y,NonMW,1627630561.953725,67577,p40067577,p40,4
762,42,1627630602.2,1726823.0,1627630602.241422,probe,y,NonMW,1627630602.179188,68773,p40068773,p40,4
763,43,1627630642.4,1766825.0,1627630642.396451,probe,y,NonMW,1627630642.353954,69967,p40069967,p40,4
764,44,1627630682.2,1806690.0,1627630682.162831,probe,y,NonMW,1627630682.195298,71147,p40071147,p40,4
765,45,1627630722.5,1846774.0,1627630722.452854,probe,y,NonMW,1627630722.462849,72339,p40072339,p40,4
766,46,1627630762.3,1886633.0,1627630762.270491,probe,y,NonMW,1627630762.290498,73522,p40073522,p40,4
767,47,1627630802.6,1926902.0,1627630802.57207,probe,y,NonMW,1627630802.576946,74718,p40074718,p40,4
768,48,1627630842.3,1966702.0,1627630842.273116,probe,y,NonMW,1627630842.288117,75896,p40075896,p40,4
769,49,1627630882.1,2006580.0,1627630882.094071,probe,y,NonMW,1627630882.083392,77073,p40077073,p40,4
770,50,1627630922.1,2046445.0,1627630922.096867,probe,y,NonMW,1627630922.066565,78256,p40078256,p40,4
771,51,1627630962.2,2086766.0,1627630962.215367,probe,y,NonMW,1627630962.179136,79449,p40079449,p40,4
772,52,1627631002.3,2126602.0,1627631002.266019,probe,y,NonMW,1627631002.27102,80639,p40080639,p40,4
773,53,1627631042.2,2166527.0,1627631042.174061,probe,y,NonMW,1627631042.16406,81819,p40081819,p40,4
774,54,1627631082.1,2206495.0,1627631082.10495,probe,y,NonMW,1627631082.079944,82997,p40082997,p40,4
775,55,1627631122.2,2246648.0,1627631122.241665,probe,y,NonMW,1627631122.162644,84190,p40084190,p40,4
776,56,1627631162.4,2286885.0,1627631162.395396,probe,n,MW,1627631162.35375,85382,p40085382,p40,4
777,57,1627631203.3,2327727.0,1627631203.254805,probe,y,NonMW,1627631203.283565,86599,p40086599,p40,4
778,58,1627631243.0,2367571.0,1627631243.009254,probe,y,NonMW,1627631242.979255,87775,p40087775,p40,4
779,59,1627631282.9,2407231.0,1627631282.854516,probe,y,NonMW,1627631282.881763,88960,p40088960,p40,4
780,60,1627631322.3,2446793.0,1627631322.30521,probe,y,NonMW,1627631322.25694,90124,p40090124,p40,4
781,61,1627631362.3,2486730.0,1627631362.256552,probe,y,NonMW,1627631362.256552,91310,p40091310,p40,4
782,62,1627631402.2,2526531.0,1627631402.192814,probe,y,NonMW,1627631402.177808,92493,p40092493,p40,4
783,63,1627631442.5,2567054.0,1627631442.497485,probe,y,NonMW,1627631442.462482,93687,p40093687,p40,4
784,64,1627631482.2,2606702.0,1627631482.228405,probe,y,NonMW,1627631482.162685,94863,p40094863,p40,4
785,65,1627631522.2,2646529.0,1627631522.170601,probe,y,NonMW,1627631522.1756,96050,p40096050,p40,4
786,66,1627631562.8,2687158.0,1627631562.821656,probe,y,NonMW,1627631562.753115,97243,p40097243,p40,4
787,67,1627631602.5,2726825.0,1627631602.500728,probe,y,NonMW,1627631602.452594,98423,p40098423,p40,4
788,68,1627631642.9,2767365.0,1627631642.860401,probe,y,NonMW,1627631642.865396,99626,p40099626,p40,4
789,69,1627631682.9,2807337.0,1627631682.921594,probe,y,NonMW,1627631682.866179,100812,p40100812,p40,4
790,70,1627631722.7,2847057.0,1627631722.704614,probe,y,NonMW,1627631722.657389,101990,p40101990,p40,4
791,71,1627631762.9,2887469.0,1627631762.893331,probe,n,MW,1627631762.867681,103180,p40103180,p40,4
792,72,1627631802.5,2926821.0,1627631802.50316,probe,y,NonMW,1627631802.463152,104351,p40104351,p40,4
793,73,1627631842.7,2967155.0,1627631842.733201,probe,y,NonMW,1627631842.658998,105543,p40105543,p40,4
794,74,1627631882.8,3007258.0,1627631882.80438,probe,y,NonMW,1627631882.769372,106728,p40106728,p40,4
795,75,1627631922.8,3047228.0,1627631922.755674,probe,y,NonMW,1627631922.755674,107913,p40107913,p40,4
796,76,1627631962.8,3087163.0,1627631962.803614,probe,y,NonMW,1627631962.756069,109097,p40109097,p40,4
797,77,1627632002.8,3127330.0,1627632002.778111,probe,y,NonMW,1627632002.753099,110283,p40110283,p40,4
798,78,1627632042.9,3167223.0,1627632042.89798,probe,y,NonMW,1627632042.878565,111473,p40111473,p40,4
799,79,1627632083.0,3207529.0,1627632082.997476,probe,y,NonMW,1627632082.958683,112660,p40112660,p40,4
800,80,1627632123.2,3247688.0,1627632123.186049,probe,y,NonMW,1627632123.153486,113850,p40113850,p40,4
801,81,1627632162.6,3287137.0,1627632162.643366,probe,y,NonMW,1627632162.560835,115011,p40115011,p40,4
802,82,1627632202.8,3327092.0,1627632202.772833,probe,y,NonMW,1627632202.752846,116209,p40116209,p40,4
803,83,1627632242.5,3366854.0,1627632242.509398,probe,y,NonMW,1627632242.451934,117386,p40117386,p40,4
804,84,1627632282.8,3407330.0,1627632282.783729,probe,y,NonMW,1627632282.76912,118581,p40118581,p40,4
805,85,1627632322.3,3446830.0,1627632322.273368,probe,y,NonMW,1627632322.273368,119744,p40119744,p40,4
806,86,1627632362.6,3486965.0,1627632362.608275,probe,y,NonMW,1627632362.576648,120934,p40120934,p40,4
807,87,1627632402.6,3526934.0,1627632402.607013,probe,y,NonMW,1627632402.562026,122109,p40122109,p40,4
808,0,1627539150.4,46214.0,1627539150.385146,probe,y,NonMW,1627539150.382153,27896,p42027896,p42,3
809,1,1627539190.7,86496.0,1627539190.705132,probe,n,MW,1627539190.670195,29105,p42029105,p42,3
810,2,1627539230.3,126121.0,1627539230.321257,probe,y,NonMW,1627539230.270422,30293,p42030293,p42,3
811,3,1627539270.6,166556.0,1627539270.601003,probe,y,NonMW,1627539270.574081,31502,p42031502,p42,3
812,4,1627539310.8,206634.0,1627539310.801219,probe,y,NonMW,1627539310.750354,32707,p42032707,p42,3
813,5,1627539351.1,247022.0,1627539351.136991,probe,y,NonMW,1627539351.070573,33917,p42033917,p42,3
814,6,1627539390.3,286066.0,1627539390.280794,probe,y,NonMW,1627539390.270839,35093,p42035093,p42,3
815,7,1627539429.8,325681.0,1627539429.849122,probe,n,MW,1627539429.774291,36278,p42036278,p42,3
816,8,1627539470.2,365985.0,1627539470.152609,probe,y,NonMW,1627539470.174725,37490,p42037490,p42,3
817,9,1627539509.9,405686.0,1627539509.865233,probe,y,NonMW,1627539509.886337,38681,p42038681,p42,3
818,10,1627539550.3,446188.0,1627539550.329086,probe,y,NonMW,1627539550.254287,39892,p42039892,p42,3
819,11,1627539590.6,486564.0,1627539590.64134,probe,n,MW,1627539590.574547,41102,p42041102,p42,3
820,12,1627539631.0,526748.0,1627539630.993082,probe,y,NonMW,1627539630.974159,42314,p42042314,p42,3
821,13,1627539670.4,566388.0,1627539670.433256,probe,y,NonMW,1627539670.350507,43495,p42043495,p42,3
822,14,1627539710.9,606620.0,1627539710.864882,probe,y,NonMW,1627539710.87842,44711,p42044711,p42,3
823,15,1627539750.4,646260.0,1627539750.432562,probe,n,MW,1627539750.35078,45895,p42045895,p42,3
824,16,1627539790.5,686300.0,1627539790.545092,probe,n,MW,1627539790.478742,47099,p42047099,p42,3
825,17,1627539830.4,726188.0,1627539830.360797,probe,y,NonMW,1627539830.350824,48295,p42048295,p42,3
826,18,1627539871.0,766684.0,1627539870.961197,probe,y,NonMW,1627539870.958226,49513,p42049513,p42,3
827,19,1627539911.0,806780.0,1627539910.993248,probe,n,MW,1627539910.958369,50713,p42050713,p42,3
828,20,1627539950.7,846454.0,1627539950.689201,probe,y,NonMW,1627539950.654293,51904,p42051904,p42,3
829,21,1627539990.5,886292.0,1627539990.464497,probe,y,NonMW,1627539990.478459,53099,p42053099,p42,3
830,22,1627540030.4,926220.0,1627540030.37666,probe,y,NonMW,1627540030.350733,54295,p42054295,p42,3
831,23,1627540070.8,966564.0,1627540070.83246,probe,n,MW,1627540070.750692,55507,p42055507,p42,3
832,24,1627540110.5,1006387.0,1627540110.504622,probe,y,NonMW,1627540110.494649,56699,p42056699,p42,3
833,25,1627540150.7,1046633.0,1627540150.689123,probe,y,NonMW,1627540150.654187,57904,p42057904,p42,3
834,26,1627540190.7,1086534.0,1627540190.73672,probe,n,MW,1627540190.653941,59104,p42059104,p42,3
835,27,1627540230.8,1126561.0,1627540230.833077,probe,n,MW,1627540230.75033,60307,p42060307,p42,3
836,28,1627540271.1,1166948.0,1627540271.104843,probe,y,NonMW,1627540271.053988,61516,p42061516,p42,3
837,29,1627540310.6,1206332.0,1627540310.585086,probe,y,NonMW,1627540310.558186,62701,p42062701,p42,3
838,30,1627540350.8,1246568.0,1627540350.784817,probe,n,MW,1627540350.750882,63907,p42063907,p42,3
839,31,1627540390.5,1286356.0,1627540390.52881,probe,y,NonMW,1627540390.46202,65098,p42065098,p42,3
840,32,1627540431.3,1327289.0,1627540431.336605,probe,n,MW,1627540431.261775,66322,p42066322,p42,3
841,33,1627540470.3,1366030.0,1627540470.281004,probe,y,NonMW,1627540470.253963,67492,p42067492,p42,3
842,34,1627540510.2,1406052.0,1627540510.208842,probe,y,NonMW,1627540510.157692,68689,p42068689,p42,3
843,35,1627540550.5,1446497.0,1627540550.544192,probe,y,NonMW,1627540550.462191,69898,p42069898,p42,3
844,36,1627540590.6,1486452.0,1627540590.648912,probe,n,MW,1627540590.558589,71101,p42071101,p42,3
845,37,1627540631.1,1527033.0,1627540631.10471,probe,y,NonMW,1627540631.053847,72316,p42072316,p42,3
846,38,1627540670.6,1566468.0,1627540670.624734,probe,y,NonMW,1627540670.557882,73501,p42073501,p42,3
847,39,1627540711.0,1606756.0,1627540711.016558,probe,y,NonMW,1627540710.957713,74713,p42074713,p42,3
848,40,1627540751.1,1646968.0,1627540751.072147,probe,y,NonMW,1627540751.054195,75916,p42075916,p42,3
849,41,1627540790.8,1686625.0,1627540790.769004,probe,n,MW,1627540790.766011,77107,p42077107,p42,3
850,42,1627540830.6,1726468.0,1627540830.576891,probe,n,MW,1627540830.557939,78301,p42078301,p42,3
851,43,1627540870.8,1766533.0,1627540870.776615,probe,y,NonMW,1627540870.766614,79507,p42079507,p42,3
852,44,1627540911.0,1806689.0,1627540910.960297,probe,y,NonMW,1627540910.958273,80713,p42080713,p42,3
853,45,1627540951.0,1846793.0,1627540950.992768,probe,y,NonMW,1627540950.957828,81913,p42081913,p42,3
854,46,1627540990.2,1886161.0,1627540990.240625,probe,y,NonMW,1627540990.157845,83089,p42083089,p42,3
855,47,1627541030.4,1926316.0,1627541030.4163,probe,n,MW,1627541030.36645,84295,p42084295,p42,3
856,48,1627541071.2,1966950.0,1627541071.152024,probe,y,NonMW,1627541071.165551,85519,p42085519,p42,3
857,49,1627541109.9,2005660.0,1627541109.912603,probe,n,MW,1627541109.870152,86680,p42086680,p42,3
858,50,1627541150.9,2046833.0,1627541150.895998,probe,y,NonMW,1627541150.862089,87910,p42087910,p42,3
859,51,1627541190.3,2086196.0,1627541190.336019,probe,y,NonMW,1627541190.270195,89092,p42089092,p42,3
860,52,1627541230.5,2126434.0,1627541230.520334,probe,n,MW,1627541230.462489,90298,p42090298,p42,3
861,53,1627541270.5,2166301.0,1627541270.528676,probe,y,NonMW,1627541270.461853,91498,p42091498,p42,3
862,54,1627541310.3,2206168.0,1627541310.344357,probe,y,NonMW,1627541310.269565,92692,p42092692,p42,3
863,55,1627541350.8,2246646.0,1627541350.831989,probe,n,MW,1627541350.766164,93907,p42093907,p42,3
864,56,1627541390.7,2286630.0,1627541390.664392,probe,y,NonMW,1627541390.670343,95104,p42095104,p42,3
865,57,1627541430.4,2326134.0,1627541430.37658,probe,n,MW,1627541430.365638,96295,p42096295,p42,3
866,58,1627541470.7,2366497.0,1627541470.664304,probe,y,NonMW,1627541470.670267,97504,p42097504,p42,3
867,59,1627541510.4,2406153.0,1627541510.431988,probe,y,NonMW,1627541510.366163,98695,p42098695,p42,3
868,60,1627541551.3,2447064.0,1627541551.288639,probe,y,NonMW,1627541551.261738,99922,p42099922,p42,3
869,61,1627541590.1,2485800.0,1627541590.064509,probe,y,NonMW,1627541590.077618,101086,p42101086,p42,3
870,62,1627541630.1,2526034.0,1627541630.144226,probe,y,NonMW,1627541630.077396,102286,p42102286,p42,3
871,63,1627541671.3,2567158.0,1627541671.320355,probe,y,NonMW,1627541671.278476,103522,p42103522,p42,3
872,64,1627541710.3,2606150.0,1627541710.336462,probe,y,NonMW,1627541710.269644,104692,p42104692,p42,3
873,65,1627541751.3,2647034.0,1627541751.31284,probe,n,MW,1627541751.277933,105922,p42105922,p42,3
874,66,1627541790.6,2686500.0,1627541790.560074,probe,y,NonMW,1627541790.574065,107101,p42107101,p42,3
875,67,1627541830.5,2726301.0,1627541830.527899,probe,y,NonMW,1627541830.47803,108298,p42108298,p42,3
876,68,1627541870.7,2766652.0,1627541870.73622,probe,y,NonMW,1627541870.669399,109504,p42109504,p42,3
877,69,1627541910.9,2806834.0,1627541910.89602,probe,y,NonMW,1627541910.878068,110710,p42110710,p42,3
878,70,1627541949.9,2845734.0,1627541949.944707,probe,y,NonMW,1627541949.869371,111880,p42111880,p42,3
879,71,1627541991.0,2886801.0,1627541991.048004,probe,n,MW,1627541990.974209,113113,p42113113,p42,3
880,72,1627542031.4,2927153.0,1627542031.400241,probe,n,MW,1627542031.373313,114325,p42114325,p42,3
881,73,1627542070.8,2966622.0,1627542070.776648,probe,y,NonMW,1627542070.781595,115507,p42115507,p42,3
882,74,1627542110.9,3006692.0,1627542110.880032,probe,y,NonMW,1627542110.878037,116710,p42116710,p42,3
883,75,1627542151.0,3046950.0,1627542151.032375,probe,y,NonMW,1627542150.973532,117913,p42117913,p42,3
884,76,1627542190.7,3086625.0,1627542190.687985,probe,y,NonMW,1627542190.670036,119104,p42119104,p42,3
885,77,1627542230.9,3126664.0,1627542230.904135,probe,y,NonMW,1627542230.878176,120310,p42120310,p42,3
886,78,1627542270.9,3166633.0,1627542270.920419,probe,y,NonMW,1627542270.877501,121510,p42121510,p42,3
887,79,1627542311.0,3207016.0,1627542311.047835,probe,y,NonMW,1627542310.974036,122713,p42122713,p42,3
888,80,1627542350.7,3246620.0,1627542350.687978,probe,y,NonMW,1627542350.654074,123903,p42123903,p42,3
889,81,1627542390.7,3286713.0,1627542390.744589,probe,y,NonMW,1627542390.653863,125103,p42125103,p42,3
890,82,1627542431.1,3327046.0,1627542431.104115,probe,y,NonMW,1627542431.053251,126315,p42126315,p42,3
891,83,1627542470.9,3366681.0,1627542470.928457,probe,n,MW,1627542470.87774,127510,p42127510,p42,3
892,84,1627542511.5,3407214.0,1627542511.47992,probe,y,NonMW,1627542511.453989,128727,p42128727,p42,3
893,85,1627542550.3,3446192.0,1627542550.280489,probe,y,NonMW,1627542550.253548,129891,p42129891,p42,3
894,86,1627542590.1,3485918.0,1627542590.056046,probe,y,NonMW,1627542590.077989,131086,p42131086,p42,3
895,87,1627542630.4,3526227.0,1627542630.359539,probe,y,NonMW,1627542630.382046,132295,p42132295,p42,3
896,0,1627716062.7,46829.0,1627716062.658521,probe,y,NonMW,1627716062.65007,18233,p49018233,p49,2
897,1,1627716102.7,86757.0,1627716102.745309,probe,y,NonMW,1627716102.650288,19442,p49019442,p49,2
898,2,1627716142.7,126652.0,1627716142.673234,probe,y,NonMW,1627716142.666311,20651,p49020651,p49,2
899,3,1627716182.6,166622.0,1627716182.556762,probe,y,NonMW,1627716182.570307,21857,p49021857,p49,2
900,4,1627716222.6,206566.0,1627716222.595783,probe,y,NonMW,1627716222.570331,23066,p49023066,p49,2
901,5,1627716262.5,246684.0,1627716262.539645,probe,y,NonMW,1627716262.474487,24272,p49024272,p49,2
902,6,1627716302.3,286288.0,1627716302.270236,probe,y,NonMW,1627716302.25031,25474,p49025474,p49,2
903,7,1627716342.6,326721.0,1627716342.644559,probe,y,NonMW,1627716342.554623,26692,p49026692,p49,2
904,8,1627716382.9,367029.0,1627716382.926745,probe,y,NonMW,1627716382.890411,27911,p49027911,p49,2
905,9,1627716422.9,407022.0,1627716422.886508,probe,y,NonMW,1627716422.858163,29119,p49029119,p49,2
906,10,1627716462.4,446453.0,1627716462.440554,probe,y,NonMW,1627716462.362364,30313,p49030313,p49,2
907,11,1627716502.6,486585.0,1627716502.567594,probe,y,NonMW,1627716502.570552,31528,p49031528,p49,2
908,12,1627716541.8,525795.0,1627716541.829766,probe,y,NonMW,1627716541.770396,32713,p49032713,p49,2
909,13,1627716582.8,566921.0,1627716582.829934,probe,y,NonMW,1627716582.763674,33952,p49033952,p49,2
910,14,1627716622.6,606799.0,1627716622.615305,probe,y,NonMW,1627716622.5706,35155,p49035155,p49,2
911,15,1627716662.5,646686.0,1627716662.511251,probe,y,NonMW,1627716662.474345,36361,p49036361,p49,2
912,16,1627716702.6,686692.0,1627716702.580649,probe,y,NonMW,1627716702.554853,37572,p49037572,p49,2
913,17,1627716742.7,726701.0,1627716742.736602,probe,y,NonMW,1627716742.650385,38784,p49038784,p49,2
914,18,1627716782.2,766217.0,1627716782.240513,probe,y,NonMW,1627716782.154421,39978,p49039978,p49,2
915,19,1627716822.5,806529.0,1627716822.514352,probe,y,NonMW,1627716822.458578,41196,p49041196,p49,2
916,20,1627716862.4,846453.0,1627716862.362216,probe,y,NonMW,1627716862.362216,42402,p49042402,p49,2
917,21,1627716902.6,886801.0,1627716902.591659,probe,y,NonMW,1627716902.570638,43617,p49043617,p49,2
918,22,1627716942.5,926493.0,1627716942.478665,probe,y,NonMW,1627716942.474641,44823,p49044823,p49,2
919,23,1627716982.6,966820.0,1627716982.61256,probe,y,NonMW,1627716982.570937,46035,p49046035,p49,2
920,24,1627717022.6,1006660.0,1627717022.645174,probe,y,NonMW,1627717022.554791,47243,p49047243,p49,2
921,25,1627717062.5,1046497.0,1627717062.46052,probe,y,NonMW,1627717062.458527,48449,p49048449,p49,2
922,26,1627717102.8,1086780.0,1627717102.771987,probe,y,NonMW,1627717102.778744,49668,p49049668,p49,2
923,27,1627717143.0,1127068.0,1627717143.038485,probe,y,NonMW,1627717142.954624,50882,p49050882,p49,2
924,28,1627717182.6,1166531.0,1627717182.582457,probe,y,NonMW,1627717182.554803,52079,p49052079,p49,2
925,29,1627717222.7,1206846.0,1627717222.6559,probe,y,NonMW,1627717222.666646,53291,p49053291,p49,2
926,30,1627717262.6,1246567.0,1627717262.553653,probe,y,NonMW,1627717262.570769,54497,p49054497,p49,2
927,31,1627717302.4,1286355.0,1627717302.360337,probe,y,NonMW,1627717302.37916,55700,p49055700,p49,2
928,32,1627717342.5,1326526.0,1627717342.514325,probe,y,NonMW,1627717342.475429,56912,p49056912,p49,2
929,33,1627717383.0,1367086.0,1627717382.972506,probe,y,NonMW,1627717382.970644,58136,p49058136,p49,2
930,34,1627717423.2,1407334.0,1627717423.15938,probe,y,NonMW,1627717423.17924,59351,p49059351,p49,2
931,35,1627717463.0,1447022.0,1627717463.027446,probe,y,NonMW,1627717462.955081,60553,p49060553,p49,2
932,36,1627717502.7,1486728.0,1627717502.695667,probe,y,NonMW,1627717502.666921,61753,p49061753,p49,2
933,37,1627717543.1,1527296.0,1627717543.13542,probe,y,NonMW,1627717543.067202,62974,p49062974,p49,2
934,38,1627717583.2,1567254.0,1627717583.170556,probe,y,NonMW,1627717583.162578,64186,p49064186,p49,2
935,39,1627717624.3,1608333.0,1627717624.346358,probe,y,NonMW,1627717624.267304,65428,p49065428,p49,2
936,40,1627717663.9,1648052.0,1627717663.88549,probe,y,NonMW,1627717663.866702,66625,p49066625,p49,2
937,41,1627717702.7,1686625.0,1627717702.655513,probe,y,NonMW,1627717702.650636,67797,p49067797,p49,2
938,42,1627717742.8,1727020.0,1627717742.824438,probe,y,NonMW,1627717742.778776,69010,p49069010,p49,2
939,43,1627717782.8,1766733.0,1627717782.767519,probe,y,NonMW,1627717782.779325,70219,p49070219,p49,2
940,44,1627717822.3,1806432.0,1627717822.297577,probe,y,NonMW,1627717822.267564,71412,p49071412,p49,2
941,45,1627717862.7,1846792.0,1627717862.665851,probe,y,NonMW,1627717862.666849,72633,p49072633,p49,2
942,46,1627717902.7,1886900.0,1627717902.73714,probe,y,NonMW,1627717902.666976,73842,p49073842,p49,2
943,47,1627717942.6,1926547.0,1627717942.582732,probe,y,NonMW,1627717942.571447,75048,p49075048,p49,2
944,48,1627717982.5,1966434.0,1627717982.477938,probe,y,NonMW,1627717982.474911,76254,p49076254,p49,2
945,49,1627718023.5,2007467.0,1627718023.483521,probe,n,MW,1627718023.467467,77493,p49077493,p49,2
946,50,1627718062.4,2046382.0,1627718062.414554,probe,y,NonMW,1627718062.379314,78669,p49078669,p49,2
947,51,1627718103.5,2087501.0,1627718103.51551,probe,y,NonMW,1627718103.451473,79910,p49079910,p49,2
948,52,1627718142.7,2126689.0,1627718142.690375,probe,y,NonMW,1627718142.651229,81095,p49081095,p49,2
949,53,1627718183.6,2167620.0,1627718183.566715,probe,y,NonMW,1627718183.579214,82332,p49082332,p49,2
950,54,1627718222.5,2206493.0,1627718222.484628,probe,y,NonMW,1627718222.459716,83507,p49083507,p49,2
951,55,1627718262.1,2246121.0,1627718262.130971,probe,y,NonMW,1627718262.075809,84704,p49084704,p49,2
952,56,1627718302.4,2286355.0,1627718302.405682,probe,y,NonMW,1627718302.379519,85922,p49085922,p49,2
953,57,1627718342.5,2326452.0,1627718342.508701,probe,y,NonMW,1627718342.475203,87134,p49087134,p49,2
954,58,1627718382.7,2366752.0,1627718382.744572,probe,y,NonMW,1627718382.651197,88348,p49088348,p49,2
955,59,1627718422.7,2406687.0,1627718422.678119,probe,y,NonMW,1627718422.651464,89557,p49089557,p49,2
956,60,1627718462.7,2446728.0,1627718462.737427,probe,y,NonMW,1627718462.651631,90766,p49090766,p49,2
957,61,1627718503.4,2487501.0,1627718503.440019,probe,y,NonMW,1627718503.355622,91996,p49091996,p49,2
958,62,1627718542.7,2526721.0,1627718542.696539,probe,y,NonMW,1627718542.667033,93184,p49093184,p49,2
959,63,1627718582.5,2566633.0,1627718582.460694,probe,y,NonMW,1627718582.459671,94387,p49094387,p49,2
960,64,1627718622.6,2606662.0,1627718622.646284,probe,y,NonMW,1627718622.571175,95599,p49095599,p49,2
961,65,1627718663.4,2647547.0,1627718663.362652,probe,y,NonMW,1627718663.371625,96832,p49096832,p49,2
962,66,1627718702.4,2686520.0,1627718702.368864,probe,y,NonMW,1627718702.379619,98011,p49098011,p49,2
963,67,1627718742.5,2726420.0,1627718742.451746,probe,y,NonMW,1627718742.475802,99223,p49099223,p49,2
964,68,1627718782.4,2766630.0,1627718782.441377,probe,y,NonMW,1627718782.379664,100429,p49100429,p49,2
965,69,1627718822.8,2806834.0,1627718822.83178,probe,y,NonMW,1627718822.779368,101650,p49101650,p49,2
966,70,1627718863.3,2847332.0,1627718863.310291,probe,y,NonMW,1627718863.259815,102873,p49102873,p49,2
967,71,1627718902.9,2887059.0,1627718902.877207,probe,y,NonMW,1627718902.859441,104070,p49104070,p49,2
968,72,1627718943.3,2927325.0,1627718943.322229,probe,y,NonMW,1627718943.260281,105291,p49105291,p49,2
969,73,1627718982.3,2966367.0,1627718982.296552,probe,y,NonMW,1627718982.267513,106470,p49106470,p49,2
970,74,1627719022.6,3006734.0,1627719022.640566,probe,y,NonMW,1627719022.572074,107688,p49107688,p49,2
971,75,1627719062.7,3046685.0,1627719062.679574,probe,y,NonMW,1627719062.683442,108900,p49108900,p49,2
972,76,1627719102.2,3086366.0,1627719102.156965,probe,y,NonMW,1627719102.155943,110093,p49110093,p49,2
973,77,1627719142.5,3126628.0,1627719142.540717,probe,y,NonMW,1627719142.459515,111311,p49111311,p49,2
974,78,1627719182.6,3166633.0,1627719182.635305,probe,y,NonMW,1627719182.55657,112523,p49112523,p49,2
975,79,1627719223.4,3207525.0,1627719223.41356,probe,y,NonMW,1627719223.355752,113756,p49113756,p49,2
976,80,1627719262.5,3246620.0,1627719262.53697,probe,y,NonMW,1627719262.460208,114938,p49114938,p49,2
977,81,1627719302.5,3286632.0,1627719302.518559,probe,y,NonMW,1627719302.475663,116147,p49116147,p49,2
978,82,1627719342.5,3326484.0,1627719342.509559,probe,y,NonMW,1627719342.475589,117356,p49117356,p49,2
979,83,1627719382.8,3366867.0,1627719382.849337,probe,y,NonMW,1627719382.780395,118574,p49118574,p49,2
980,84,1627719422.5,3406446.0,1627719422.480856,probe,y,NonMW,1627719422.475866,119774,p49119774,p49,2
981,85,1627719462.5,3446468.0,1627719462.461769,probe,y,NonMW,1627719462.476238,120983,p49120983,p49,2
982,86,1627719502.3,3486430.0,1627719502.305939,probe,y,NonMW,1627719502.252412,122185,p49122185,p49,2
983,87,1627719542.4,3526493.0,1627719542.430558,probe,y,NonMW,1627719542.36414,123397,p49123397,p49,2
984,0,1625037523.2,47034.0,1625037523.183076,probe,y,NonMW,1625037523.156907,19156,p05019156,p5,5
985,1,1625037562.7,86496.0,1625037562.686359,probe,n,MW,1625037562.661442,20344,p05020344,p5,5
986,2,1625037602.6,126396.0,1625037602.583256,probe,y,NonMW,1625037602.581252,21544,p05021544,p5,5
987,3,1625037642.8,166556.0,1625037642.802152,probe,y,NonMW,1625037642.774148,22753,p05022753,p5,5
988,4,1625037682.4,206181.0,1625037682.416147,probe,y,NonMW,1625037682.357773,23943,p05023943,p5,5
989,5,1625037722.6,246512.0,1625037722.645601,probe,n,MW,1625037722.565596,25152,p05025152,p5,5
990,6,1625037762.2,286034.0,1625037762.213957,probe,y,NonMW,1625037762.165911,26343,p05026343,p5,5
991,7,1625037802.4,326184.0,1625037802.447988,probe,y,NonMW,1625037802.373946,27552,p05027552,p5,5
992,8,1625037842.4,365985.0,1625037842.364751,probe,y,NonMW,1625037842.373263,28755,p05028755,p5,5
993,9,1625037882.2,405813.0,1625037882.170135,probe,y,NonMW,1625037882.181936,29952,p05029952,p5,5
994,10,1625037922.5,446187.0,1625037922.480053,probe,y,NonMW,1625037922.453975,31163,p05031163,p5,5
995,11,1625037962.2,486029.0,1625037962.174714,probe,y,NonMW,1625037962.165489,32357,p05032357,p5,5
996,12,1625038002.2,525880.0,1625038002.177147,probe,y,NonMW,1625038002.181134,33560,p05033560,p5,5
997,13,1625038042.6,566234.0,1625038042.586531,probe,y,NonMW,1625038042.58155,34775,p05034775,p5,5
998,14,1625038082.3,606096.0,1625038082.302454,probe,y,NonMW,1625038082.261801,35968,p05035968,p5,5
999,15,1625038122.5,646259.0,1625038122.470457,probe,y,NonMW,1625038122.453513,37177,p05037177,p5,5
1000,16,1625038162.3,686049.0,1625038162.346612,probe,y,NonMW,1625038162.261333,38374,p05038374,p5,5
1001,17,1625038202.8,726449.0,1625038202.756598,probe,n,MW,1625038202.774089,39592,p05039592,p5,5
1002,18,1625038243.1,766725.0,1625038243.076465,probe,n,MW,1625038243.079401,40804,p05040804,p5,5
1003,19,1625038283.2,807014.0,1625038283.154634,probe,y,NonMW,1625038283.157626,42009,p05042009,p5,5
